id,livro,capitulo,lido
1065,1 Coríntios,3,FALSE
1066,1 Coríntios,4,FALSE
1067,1 Coríntios,5,FALSE
1068,1 Coríntios,6,FALSE
1069,1 Coríntios,7,FALSE
1070,1 Coríntios,8,FALSE
1071,1 Coríntios,9,FALSE
1072,1 Coríntios,10,FALSE
1073,1 Coríntios,11,FALSE
1074,1 Coríntios,12,FALSE
1075,1 Coríntios,13,FALSE
1076,1 Coríntios,14,FALSE
1077,1 Coríntios,15,FALSE
1078,1 Coríntios,16,FALSE
1079,2 Coríntios,1,FALSE
1080,2 Coríntios,2,FALSE
1081,2 Coríntios,3,FALSE
1082,2 Coríntios,4,FALSE
1083,2 Coríntios,5,FALSE
1084,2 Coríntios,6,FALSE
1085,2 Coríntios,7,FALSE
1086,2 Coríntios,8,FALSE
1087,2 Coríntios,9,FALSE
1088,2 Coríntios,10,FALSE
1089,2 Coríntios,11,FALSE
1090,2 Coríntios,12,FALSE
1091,2 Coríntios,13,FALSE
1092,Gálatas,1,FALSE
1093,Gálatas,2,FALSE
1094,Gálatas,3,FALSE
1095,Gálatas,4,FALSE
1096,Gálatas,5,FALSE
1097,Gálatas,6,FALSE
1098,Efésios,1,FALSE
1099,Efésios,2,FALSE
1100,Efésios,3,FALSE
1101,Efésios,4,FALSE
1102,Efésios,5,FALSE
1103,Efésios,6,FALSE
1104,Filipenses,1,FALSE
1105,Filipenses,2,FALSE
1106,Filipenses,3,FALSE
1107,Filipenses,4,FALSE
1108,Colossenses,1,FALSE
1109,Colossenses,2,FALSE
1110,Colossenses,3,FALSE
1111,Colossenses,4,FALSE
1112,1 Tessalonicenses,1,FALSE
1113,1 Tessalonicenses,2,FALSE
1114,1 Tessalonicenses,3,FALSE
1115,1 Tessalonicenses,4,FALSE
1116,1 Tessalonicenses,5,FALSE
1117,2 Tessalonicenses,1,FALSE
1118,2 Tessalonicenses,2,FALSE
1119,2 Tessalonicenses,3,FALSE
1120,1 Timóteo,1,FALSE
1121,1 Timóteo,2,FALSE
1122,1 Timóteo,3,FALSE
1123,1 Timóteo,4,FALSE
1124,1 Timóteo,5,FALSE
1125,1 Timóteo,6,FALSE
1126,2 Timóteo,1,FALSE
1127,2 Timóteo,2,FALSE
1128,2 Timóteo,3,FALSE
1129,2 Timóteo,4,FALSE
1130,Tito,1,FALSE
1131,Tito,2,FALSE
1132,Tito,3,FALSE
1133,Filemom,1,FALSE
1134,Hebreus,1,FALSE
1135,Hebreus,2,FALSE
1136,Hebreus,3,FALSE
1137,Hebreus,4,FALSE
1138,Hebreus,5,FALSE
1139,Hebreus,6,FALSE
1140,Hebreus,7,FALSE
1141,Hebreus,8,FALSE
1142,Hebreus,9,FALSE
1143,Hebreus,10,FALSE
1144,Hebreus,11,FALSE
1145,Hebreus,12,FALSE
1146,Hebreus,13,FALSE
1147,Tiago,1,FALSE
1148,Tiago,2,FALSE
1149,Tiago,3,FALSE
1150,Tiago,4,FALSE
1151,Tiago,5,FALSE
1152,1 Pedro,1,FALSE
1153,1 Pedro,2,FALSE
1154,1 Pedro,3,FALSE
1155,1 Pedro,4,FALSE
1156,1 Pedro,5,FALSE
1157,2 Pedro,1,FALSE
1158,2 Pedro,2,FALSE
1159,2 Pedro,3,FALSE
1160,1 João,1,FALSE
1161,1 João,2,FALSE
1162,1 João,3,FALSE
1163,1 João,4,FALSE
1164,1 João,5,FALSE
1165,2 João,1,FALSE
1166,3 João,1,FALSE
1167,Judas,1,FALSE
1168,Apocalipse,1,FALSE
1169,Apocalipse,2,FALSE
1170,Apocalipse,3,FALSE
1171,Apocalipse,4,FALSE
1172,Apocalipse,5,FALSE
1173,Apocalipse,6,FALSE
1174,Apocalipse,7,FALSE
1175,Apocalipse,8,FALSE
1176,Apocalipse,9,FALSE
1177,Apocalipse,10,FALSE
1178,Apocalipse,11,FALSE
1179,Apocalipse,12,FALSE
1180,Apocalipse,13,FALSE
1181,Apocalipse,14,FALSE
1182,Apocalipse,15,FALSE
1183,Apocalipse,16,FALSE
1184,Apocalipse,17,FALSE
1185,Apocalipse,18,FALSE
1186,Apocalipse,19,FALSE
1187,Apocalipse,20,FALSE
1188,Apocalipse,21,FALSE
1189,Apocalipse,22,FALSE
